Amount,Old_balance,New_balance,Transaction_type,Location,is_vpn,Is_fraud
784.47,2510.91,1726.44,refund,Mumbai,yes,no
3779.14,4299.52,520.38,withdrawal,Chennai,yes,no
9292.94,14174.89,4881.95,withdrawal,Delhi,yes,yes
3606.03,7930.5,4324.47,payment,Delhi,no,no
5819.45,10811.54,4992.09,payment,Chennai,no,no
8740.98,10164.69,1423.71,withdrawal,Chennai,no,yes
750.92,1046.65,295.73,payment,Bangalore,yes,yes
3081.26,4039.28,958.02,refund,Delhi,no,no
3288.98,5354.46,2065.48,refund,Mumbai,yes,no
6706.33,8230.84,1524.51,withdrawal,Chennai,yes,yes
9238.37,13841.01,4602.64,payment,Delhi,no,no
5874.32,7551.18,1676.86,payment,Kolkata,no,no
3408.38,6310.08,2901.7,refund,Hyderabad,yes,yes
2606.62,7547.43,4940.81,withdrawal,Mumbai,yes,no
2342.74,5071.03,2728.29,withdrawal,Chennai,yes,no
5144.01,9996.94,4852.93,payment,Hyderabad,no,no
8287.18,8331.55,44.37,payment,Delhi,yes,yes
4582.9,7157.89,2574.99,payment,Chennai,no,no
4545.71,6303,1757.29,payment,Chennai,no,no
2560.84,3904.44,1343.6,payment,Delhi,yes,no
1677.7,4875.17,3197.47,payment,Kolkata,yes,yes
8026.32,10840.62,2814.3,withdrawal,Chennai,yes,yes
9113.84,9976.94,863.1,payment,Hyderabad,yes,yes
6512.19,10248.01,3735.82,withdrawal,Hyderabad,yes,yes
5511.38,7449.91,1938.53,payment,Hyderabad,yes,yes
9154.19,13796.6,4642.41,payment,Chennai,yes,yes
3927.5,8360.46,4432.96,withdrawal,Delhi,no,no
9961.73,12402.61,2440.88,withdrawal,Hyderabad,yes,yes
5794.7,5901.92,107.22,withdrawal,Chennai,no,no
5207.74,5252.58,44.84,payment,Delhi,no,no
3985.22,4304.67,319.45,refund,Hyderabad,yes,yes
9651.23,11131.7,1480.47,withdrawal,Bangalore,no,yes
4078.55,5943.67,1865.12,payment,Hyderabad,no,no
8057.05,11166.93,3109.88,refund,Kolkata,yes,yes
8807.43,13529.94,4722.51,refund,Bangalore,yes,yes
2457.67,7076.26,4618.59,refund,Kolkata,yes,yes
4581.23,8644.85,4063.62,withdrawal,Bangalore,no,no
7453.74,8009.01,555.27,withdrawal,Bangalore,yes,yes
74.19,2044.39,1970.2,payment,Kolkata,no,no
4197.54,4955.74,758.2,refund,Kolkata,no,no
2543.06,4858.93,2315.87,refund,Bangalore,no,no
9910.68,14244.1,4333.42,withdrawal,Kolkata,no,yes
3944.25,6950.06,3005.81,withdrawal,Chennai,yes,no
3471.81,4570.52,1098.71,refund,Delhi,yes,no
149.55,1307.41,1157.86,refund,Chennai,yes,no
2876.83,6136.22,3259.39,refund,Mumbai,no,no
3936.97,7377.96,3440.99,withdrawal,Hyderabad,yes,yes
6432,6613.44,181.44,payment,Delhi,no,no
5195.78,6625.38,1429.6,withdrawal,Hyderabad,yes,yes
6760.99,7272.1,511.11,refund,Kolkata,no,no
8647.7,11132.59,2484.89,withdrawal,Hyderabad,yes,yes
6013.02,8192.62,2179.6,refund,Chennai,yes,yes
4619.85,8665.49,4045.64,refund,Chennai,no,no
1384.91,3047.73,1662.82,refund,Chennai,yes,no
8330.05,10252.23,1922.18,refund,Delhi,yes,yes
66.16,746.95,680.79,withdrawal,Hyderabad,no,no
506.74,2143.57,1636.83,withdrawal,Kolkata,no,no
5550.18,8686.79,3136.61,withdrawal,Hyderabad,no,no
1101.45,3019.87,1918.42,refund,Bangalore,yes,yes
7824.93,11388.67,3563.74,payment,Kolkata,yes,yes
9436.46,10411.93,975.47,withdrawal,Bangalore,yes,yes
1602.52,6522.03,4919.51,withdrawal,Delhi,no,no
3688.19,6801.73,3113.54,refund,Mumbai,no,no
7574.47,12022.16,4447.69,payment,Bangalore,yes,yes
2304.63,4205.42,1900.79,payment,Kolkata,yes,yes
7898.93,9982.33,2083.4,payment,Delhi,yes,yes
8212.14,9549.18,1337.04,withdrawal,Bangalore,yes,yes
2092.38,2682.28,589.9,refund,Kolkata,no,no
9109.7,10886.16,1776.46,payment,Hyderabad,yes,yes
1519.04,2385.76,866.72,refund,Chennai,no,no
7000,9255.33,2255.33,refund,Delhi,yes,yes
3756.11,7353.9,3597.79,refund,Mumbai,yes,no
1600.52,6179.7,4579.18,refund,Kolkata,yes,yes
4036.54,6378.82,2342.28,withdrawal,Bangalore,no,no
2810.69,4465.11,1654.42,refund,Hyderabad,yes,yes
1449.87,4434.83,2984.96,payment,Mumbai,no,no
5050.73,7785.92,2735.19,payment,Delhi,yes,yes
9667.21,12661.31,2994.1,refund,Hyderabad,yes,yes
4478.54,6264.86,1786.32,withdrawal,Delhi,yes,no
9049.88,13289.02,4239.14,withdrawal,Bangalore,no,yes
8123.99,9733.94,1609.95,payment,Chennai,yes,yes
5228.42,9745.8,4517.38,refund,Kolkata,no,no
2844.32,2917.11,72.79,refund,Hyderabad,yes,yes
7065.28,10748.72,3683.44,refund,Delhi,no,no
1393.56,5873.35,4479.79,refund,Hyderabad,yes,yes
8006.84,8495.12,488.28,withdrawal,Chennai,yes,yes
1122.17,4977.21,3855.04,payment,Mumbai,yes,no
6629.02,10317.15,3688.13,withdrawal,Delhi,no,no
3168.87,4021.78,852.91,refund,Chennai,yes,no
1861.07,5979.25,4118.18,payment,Mumbai,no,no
9354.01,12887.97,3533.96,withdrawal,Mumbai,yes,yes
1594.07,5036.28,3442.21,withdrawal,Bangalore,yes,yes
3403.99,3640.71,236.72,payment,Chennai,yes,no
7310.29,7730.89,420.6,withdrawal,Mumbai,yes,yes
1544.55,3352.61,1808.06,payment,Kolkata,no,no
5596.89,9357.76,3760.87,refund,Bangalore,yes,yes
1033.89,5487.5,4453.61,refund,Hyderabad,no,no
9051.18,11772.08,2720.9,refund,Bangalore,no,no
1351.24,3095.56,1744.32,refund,Bangalore,no,no
4099.39,6735.91,2636.52,refund,Chennai,yes,no
7513.94,9908.01,2394.07,payment,Bangalore,yes,yes
3897.08,5991.44,2094.36,withdrawal,Hyderabad,no,no
2665.69,5601.22,2935.53,payment,Kolkata,yes,yes
476.53,3862.96,3386.43,refund,Mumbai,yes,no
7359.93,11885.44,4525.51,withdrawal,Kolkata,yes,yes
3526.27,4983.93,1457.66,payment,Hyderabad,yes,yes
8479.02,12626.44,4147.42,withdrawal,Mumbai,no,yes
3210.99,6444.15,3233.16,withdrawal,Chennai,yes,no
446.79,640.6,193.81,refund,Hyderabad,no,no
366.88,1435.12,1068.24,withdrawal,Mumbai,yes,no
4394.57,4486.46,91.89,refund,Kolkata,no,no
4915.66,8026.63,3110.97,payment,Bangalore,no,no
6388.55,7471.02,1082.47,withdrawal,Mumbai,yes,yes
7246,10433.31,3187.31,payment,Hyderabad,yes,yes
6369.13,6691.6,322.47,withdrawal,Delhi,no,no
2884.11,5753.22,2869.11,payment,Chennai,yes,no
3590.35,5282.63,1692.28,payment,Bangalore,no,no
2642.65,7013.43,4370.78,refund,Mumbai,no,no
418.72,3407.06,2988.34,payment,Kolkata,no,no
2343.48,6095.03,3751.55,refund,Bangalore,no,no
8089.15,12691.3,4602.15,payment,Mumbai,yes,yes
7280.82,9802.71,2521.89,withdrawal,Mumbai,yes,yes
1247.11,3360.59,2113.48,refund,Hyderabad,no,no
5081.38,5107.2,25.82,payment,Mumbai,no,no
5532.62,9649.68,4117.06,refund,Mumbai,no,no
2598.55,4027.55,1429,withdrawal,Chennai,yes,no
4101.97,6597.85,2495.88,refund,Mumbai,no,no
7949.89,9058.41,1108.52,refund,Hyderabad,no,no
3823.46,6291.89,2468.43,withdrawal,Mumbai,no,no
534.55,1143.58,609.03,withdrawal,Mumbai,no,no
8551.52,12018.51,3466.99,payment,Bangalore,no,no
1819.85,2462.61,642.76,withdrawal,Kolkata,yes,yes
4787.52,7829.28,3041.76,payment,Mumbai,yes,no
2364.47,2858.66,494.19,payment,Kolkata,yes,yes
9163.13,9237.8,74.67,refund,Bangalore,yes,yes
2600.38,6423.11,3822.73,refund,Bangalore,yes,yes
34.89,3606.93,3572.04,payment,Hyderabad,yes,yes
7723.41,12323.61,4600.2,refund,Mumbai,yes,yes
5668.64,8686.31,3017.67,refund,Kolkata,yes,yes
6656.34,11119.57,4463.23,refund,Mumbai,no,no
3658.61,4865.59,1206.98,withdrawal,Kolkata,yes,yes
4588.69,5826.5,1237.81,refund,Mumbai,no,no
1154.11,3985.66,2831.55,payment,Chennai,no,no
9276.97,10355.09,1078.12,refund,Bangalore,no,no
307.44,4697.73,4390.29,payment,Chennai,yes,no
2426.43,3007.05,580.62,payment,Delhi,no,no
3574.41,4025.99,451.58,payment,Delhi,yes,no
8368.04,8775.61,407.57,payment,Chennai,yes,yes
2060.35,2267.63,207.28,refund,Mumbai,no,no
7738.77,11134.77,3396,payment,Kolkata,no,no
2101.24,2196.81,95.57,refund,Mumbai,no,no
6452.05,10119.81,3667.76,withdrawal,Hyderabad,no,no
340.58,2795.14,2454.56,refund,Kolkata,no,no
4690.62,6288.42,1597.8,withdrawal,Hyderabad,no,no
3280.97,7209.11,3928.14,withdrawal,Kolkata,yes,yes
7836.53,10587.12,2750.59,payment,Hyderabad,yes,yes
7501.35,11388.67,3887.32,refund,Mumbai,no,no
5172.81,8401.52,3228.71,refund,Hyderabad,no,no
3424.49,6873.51,3449.02,payment,Bangalore,no,no
1334.37,4259.46,2925.09,withdrawal,Hyderabad,no,no
4789.28,7790.02,3000.74,refund,Hyderabad,no,no
5631.26,9788.07,4156.81,payment,Bangalore,no,no
1281.61,4968.11,3686.5,payment,Chennai,yes,no
1999.72,6843.65,4843.93,payment,Delhi,no,no
805.39,1890.09,1084.7,refund,Delhi,yes,no
3411.84,8204.17,4792.33,refund,Delhi,yes,no
1056.49,4053.93,2997.44,refund,Kolkata,no,no
9658.55,14050.84,4392.29,refund,Delhi,yes,yes
2865.64,5788.5,2922.86,withdrawal,Bangalore,no,no
3659.82,6981.94,3322.12,withdrawal,Delhi,no,no
4778.93,8978.83,4199.9,withdrawal,Kolkata,yes,yes
3719.12,8039.62,4320.5,refund,Chennai,no,no
2300.83,3961.95,1661.12,refund,Bangalore,no,no
5855.17,9899.75,4044.58,payment,Kolkata,yes,yes
129.65,1068.71,939.06,refund,Chennai,no,no
7688.59,12262.46,4573.87,payment,Delhi,yes,yes
6582.31,7317.58,735.27,withdrawal,Hyderabad,no,no
39.35,126.29,86.94,withdrawal,Chennai,yes,no
3114.64,3660.37,545.73,refund,Kolkata,yes,yes
1596.23,5413.45,3817.22,payment,Mumbai,yes,no
1351.32,3207.84,1856.52,payment,Delhi,yes,no
6978.96,8016.15,1037.19,payment,Bangalore,no,no
3397.48,6676.77,3279.29,payment,Hyderabad,no,no
9198.4,9591.78,393.38,withdrawal,Delhi,yes,yes
798.29,2013.77,1215.48,withdrawal,Hyderabad,no,no
4793.19,7747.93,2954.74,payment,Delhi,no,no
6044.35,6934.83,890.48,payment,Mumbai,no,no
2387.43,7096.67,4709.24,refund,Chennai,yes,no
5886.38,9538.93,3652.55,refund,Mumbai,no,no
4407.69,7314.24,2906.55,payment,Bangalore,yes,yes
4573.82,7957.65,3383.83,withdrawal,Chennai,no,no
7314.23,11673.04,4358.81,withdrawal,Mumbai,no,no
8671.13,12516.21,3845.08,withdrawal,Delhi,no,yes
285.03,3508.25,3223.22,refund,Delhi,yes,no
5942.79,10826.53,4883.74,withdrawal,Bangalore,yes,yes
9892.32,10813.41,921.09,refund,Delhi,no,no
6917.78,11303.43,4385.65,withdrawal,Kolkata,no,no
8693.68,12933.51,4239.83,payment,Chennai,no,no
1039.37,3168.78,2129.41,payment,Kolkata,yes,yes
4111.47,4276.31,164.84,payment,Kolkata,yes,yes
4877.18,8930.16,4052.98,payment,Chennai,no,no
2673.76,7430.97,4757.21,refund,Bangalore,no,no
6193.89,6738.49,544.6,payment,Delhi,no,no
9975.06,12921.36,2946.3,payment,Bangalore,no,no
4340.99,8057.09,3716.1,refund,Bangalore,yes,yes
3280.21,3742.61,462.4,payment,Delhi,yes,no
9145.32,10872.52,1727.2,payment,Hyderabad,yes,yes
5684.06,9036.12,3352.06,withdrawal,Bangalore,no,no
1123.21,2556.62,1433.41,refund,Bangalore,no,no
3964.36,6788.27,2823.91,refund,Delhi,no,no
1015.4,3701.72,2686.32,payment,Chennai,yes,no
7012.61,9868.83,2856.22,withdrawal,Delhi,no,no
3795.83,5033.34,1237.51,withdrawal,Chennai,no,no
1720.75,2546.15,825.4,refund,Hyderabad,no,no
8168.04,11048.65,2880.61,payment,Bangalore,yes,yes
5744.16,8324.92,2580.76,withdrawal,Delhi,no,no
7619.15,12556.8,4937.65,payment,Hyderabad,no,no
8105.76,10035.45,1929.69,payment,Kolkata,no,no
7351.71,8236.65,884.94,refund,Mumbai,no,no
6382.84,10527.42,4144.58,withdrawal,Delhi,no,no
1248.2,4624.16,3375.96,refund,Mumbai,no,no
9223.47,13666.68,4443.21,withdrawal,Mumbai,yes,yes
1807.46,4983.65,3176.19,withdrawal,Mumbai,yes,no
1454.18,1747.68,293.5,payment,Delhi,yes,no
5332.65,9716.39,4383.74,withdrawal,Bangalore,no,no
4016.7,4916.3,899.6,refund,Delhi,no,no
1111.83,3082.02,1970.19,refund,Hyderabad,yes,yes
4027.42,5984.99,1957.57,payment,Hyderabad,no,no
8482.17,11070.97,2588.8,withdrawal,Kolkata,yes,yes
8597.73,9628.51,1030.78,payment,Hyderabad,no,no
4719.02,6174.87,1455.85,refund,Kolkata,no,no
3551.97,6776.74,3224.77,payment,Hyderabad,no,no
7518.68,11958.3,4439.62,refund,Hyderabad,yes,yes
8670.65,10092.57,1421.92,payment,Bangalore,yes,yes
6720.29,10542.08,3821.79,refund,Delhi,yes,yes
9167.04,14057.79,4890.75,withdrawal,Delhi,no,yes
2254.52,4627.01,2372.49,refund,Bangalore,yes,yes
4043.79,4401.44,357.65,withdrawal,Chennai,yes,no
4364.3,4689.07,324.77,withdrawal,Bangalore,yes,yes
7139.92,11686.34,4546.42,refund,Mumbai,yes,yes
1003.73,5289.36,4285.63,payment,Chennai,yes,no
2994.92,3559.3,564.38,refund,Delhi,yes,no
9057.11,13014.3,3957.19,payment,Chennai,yes,yes
9205.6,10700.25,1494.65,payment,Kolkata,yes,yes
8420.26,11187.46,2767.2,payment,Bangalore,no,no
9722.78,9938.48,215.7,withdrawal,Kolkata,no,yes
2108.36,4195.34,2086.98,refund,Kolkata,yes,yes
113.45,1471.6,1358.15,refund,Kolkata,yes,yes
2325.6,3310.02,984.42,withdrawal,Mumbai,yes,no
7485.45,9107.56,1622.11,payment,Kolkata,no,no
6238.33,10006.15,3767.82,payment,Chennai,yes,yes
7112.22,12042.24,4930.02,refund,Chennai,yes,yes
1576.62,5293.96,3717.34,refund,Kolkata,no,no
6007.92,8990.67,2982.75,withdrawal,Bangalore,yes,yes
1075.85,5212.35,4136.5,refund,Delhi,yes,no
5245.3,7059.47,1814.17,withdrawal,Chennai,yes,yes
6883.29,9955.78,3072.49,withdrawal,Chennai,no,no
1791.44,2450.34,658.9,withdrawal,Bangalore,no,no
3519.38,5308.47,1789.09,withdrawal,Bangalore,yes,yes
8156.86,9686.46,1529.6,refund,Kolkata,yes,yes
4308.3,8347.55,4039.25,refund,Bangalore,yes,yes
942.92,4099.26,3156.34,payment,Kolkata,no,no
2386.24,2710.82,324.58,payment,Hyderabad,no,no
1779.97,4814.6,3034.63,payment,Chennai,yes,no
2886.04,6481.49,3595.45,withdrawal,Chennai,yes,no
2833.66,7119.15,4285.49,withdrawal,Kolkata,yes,yes
9447.88,9568.27,120.39,withdrawal,Chennai,yes,yes
2098.25,3947.15,1848.9,withdrawal,Mumbai,no,no
839.52,3997.26,3157.74,refund,Kolkata,no,no
9017.61,11110.19,2092.58,withdrawal,Mumbai,yes,yes
9453.49,11670.21,2216.72,withdrawal,Mumbai,yes,yes
2512.42,5074.87,2562.45,withdrawal,Chennai,yes,no
5595.77,10154.06,4558.29,refund,Hyderabad,yes,yes
3870.73,4796.13,925.4,withdrawal,Kolkata,yes,yes
1069.94,4446.52,3376.58,refund,Bangalore,no,no
3476.74,4220.73,743.99,refund,Hyderabad,no,no
8327.58,9518.31,1190.73,payment,Chennai,no,no
7669.1,10133.97,2464.87,withdrawal,Hyderabad,yes,yes
2807.03,5433.19,2626.16,payment,Chennai,no,no
8447.74,10334.39,1886.65,withdrawal,Delhi,yes,yes
4742.38,7618.13,2875.75,payment,Mumbai,yes,no
8971.32,11698.65,2727.33,payment,Bangalore,no,no
6861.61,8600.09,1738.48,payment,Kolkata,yes,yes
2357.65,3138.11,780.46,refund,Kolkata,yes,yes
3321.45,5234.81,1913.36,payment,Mumbai,yes,no
8320.06,11565.54,3245.48,refund,Chennai,no,no
4258.46,7107.74,2849.28,withdrawal,Bangalore,no,no
8616.58,13407.98,4791.4,payment,Bangalore,no,no
3223.75,6374.19,3150.44,payment,Chennai,no,no
7904.23,12394.67,4490.44,refund,Mumbai,yes,yes
6004.32,7328.64,1324.32,payment,Delhi,yes,yes
2704.85,5416.23,2711.38,refund,Bangalore,yes,yes
2372.3,5065.04,2692.74,withdrawal,Delhi,yes,no
7767.81,12640.45,4872.64,payment,Bangalore,no,no
1647.53,4498.11,2850.58,refund,Chennai,yes,no
2316.39,6930.18,4613.79,payment,Hyderabad,no,no
6919.67,9049.62,2129.95,withdrawal,Chennai,yes,yes
5675.93,9199.29,3523.36,payment,Mumbai,no,no
2777.81,6684.81,3907,withdrawal,Delhi,yes,no
1582.98,5696.22,4113.24,withdrawal,Hyderabad,no,no
8082.49,11685.87,3603.38,refund,Kolkata,yes,yes
4321.34,8656.83,4335.49,withdrawal,Bangalore,no,no
1347.58,6027.4,4679.82,withdrawal,Delhi,yes,no
2250.3,5232.99,2982.69,payment,Bangalore,yes,yes
3366,6333.82,2967.82,payment,Kolkata,no,no
2407.27,2455.61,48.34,withdrawal,Bangalore,no,no
1389.03,4152.15,2763.12,refund,Hyderabad,no,no
5207.54,7903.98,2696.44,payment,Mumbai,no,no
2340.02,6210.41,3870.39,withdrawal,Kolkata,no,no
8782.61,11564.04,2781.43,withdrawal,Bangalore,no,yes
7444.78,11410.8,3966.02,payment,Mumbai,yes,yes
2394.97,2843.92,448.95,withdrawal,Delhi,no,no
6411.42,8948.59,2537.17,payment,Delhi,no,no
6079.31,8896.46,2817.15,withdrawal,Delhi,yes,yes
853.55,3033.54,2179.99,withdrawal,Hyderabad,yes,yes
3130.21,7677.55,4547.34,payment,Kolkata,yes,yes
3273.22,5041.09,1767.87,payment,Hyderabad,no,no
2968.45,5724.8,2756.35,payment,Chennai,no,no
872.42,3358.28,2485.86,refund,Delhi,yes,no
2840.1,6527.27,3687.17,withdrawal,Mumbai,yes,no
8580.63,11001.42,2420.79,refund,Bangalore,no,no
6051.6,10968.78,4917.18,withdrawal,Mumbai,yes,yes
3604.78,6703.51,3098.73,withdrawal,Bangalore,no,no
4652.85,7928.94,3276.09,refund,Mumbai,no,no
9727.93,11026.31,1298.38,withdrawal,Delhi,no,yes
1087.29,3061.4,1974.11,withdrawal,Kolkata,yes,yes
3870.85,5977.34,2106.49,payment,Chennai,no,no
797.33,5367.1,4569.77,payment,Kolkata,no,no
1481.91,6348.54,4866.63,payment,Mumbai,yes,no
2505.38,4780.8,2275.42,payment,Delhi,yes,no
697.39,5012.39,4315,refund,Hyderabad,yes,yes
1551.99,5717.48,4165.49,payment,Bangalore,no,no
103.26,4019.66,3916.4,payment,Mumbai,yes,no
3887.64,7326.66,3439.02,payment,Kolkata,yes,yes
5227,5266.52,39.52,payment,Hyderabad,no,no
9671.29,12076.62,2405.33,refund,Hyderabad,no,no
5125.21,8557.55,3432.34,withdrawal,Mumbai,no,no
3158.09,7529.64,4371.55,refund,Delhi,no,no
1769.15,5332.47,3563.32,withdrawal,Hyderabad,no,no
1297.07,4726.71,3429.64,refund,Hyderabad,no,no
6347.78,8214.36,1866.58,refund,Delhi,no,no
1423.98,5729.99,4306.01,refund,Delhi,no,no
194.64,765.48,570.84,refund,Hyderabad,yes,yes
6822.14,11123.92,4301.78,payment,Bangalore,yes,yes
8995.4,10724.94,1729.54,payment,Kolkata,no,no
5410.2,8987.88,3577.68,withdrawal,Mumbai,no,no
1826.63,2947.5,1120.87,withdrawal,Delhi,yes,no
7861.07,8183.86,322.79,payment,Kolkata,yes,yes
951.63,5473.77,4522.14,payment,Hyderabad,no,no
1012.58,1701.28,688.7,refund,Hyderabad,yes,yes
8864.29,9252.43,388.14,refund,Delhi,no,no
7079.64,8486.25,1406.61,withdrawal,Delhi,no,no
2863.2,4931.77,2068.57,withdrawal,Chennai,no,no
6322.72,11159.86,4837.14,refund,Kolkata,no,no
6412.55,9433.08,3020.53,payment,Delhi,no,no
7599.83,7937.16,337.33,refund,Mumbai,yes,yes
6791.15,6976.81,185.66,payment,Hyderabad,no,no
5737.28,10364.22,4626.94,withdrawal,Chennai,no,no
4545.36,9361.97,4816.61,refund,Delhi,yes,no
202.18,2201.02,1998.84,refund,Bangalore,no,no
5096.25,6030.68,934.43,refund,Delhi,yes,yes
2475.46,5924.2,3448.74,withdrawal,Kolkata,yes,yes
7232.19,11675.21,4443.02,refund,Kolkata,no,no
2122.03,3512.21,1390.18,refund,Kolkata,yes,yes
2425.55,4494.68,2069.13,withdrawal,Mumbai,yes,no
4137.2,8850.06,4712.86,payment,Kolkata,no,no
4072.82,8030.65,3957.83,payment,Mumbai,no,no
7119.1,11748.88,4629.78,payment,Hyderabad,yes,yes
9383.97,13033.06,3649.09,payment,Chennai,no,no
6382.52,7516.23,1133.71,payment,Kolkata,no,no
1733.17,2340.57,607.4,payment,Hyderabad,no,no
8915.79,11534.68,2618.89,payment,Chennai,no,no
2700.92,4979.59,2278.67,refund,Chennai,no,no
1882.6,4690.59,2807.99,withdrawal,Hyderabad,yes,yes
2917.7,3089.08,171.38,payment,Hyderabad,no,no
6696.87,10379.23,3682.36,withdrawal,Bangalore,no,no
2579.61,3737.05,1157.44,payment,Delhi,yes,no
5932.19,7327.62,1395.43,refund,Mumbai,no,no
4607.89,7935.49,3327.6,payment,Kolkata,yes,yes
440.92,1210.17,769.25,refund,Delhi,no,no
622.44,3338.75,2716.31,withdrawal,Hyderabad,yes,yes
9614.68,13288.57,3673.89,payment,Hyderabad,no,no
7993.32,11883.53,3890.21,refund,Bangalore,no,no
8838.56,11178.54,2339.98,payment,Hyderabad,yes,yes
2903.09,4289.36,1386.27,refund,Mumbai,yes,no
3468.27,5968.65,2500.38,refund,Kolkata,yes,yes
9691.64,14260.96,4569.32,payment,Delhi,no,no
3723.34,4419.09,695.75,refund,Delhi,yes,no
3953.14,4256.09,302.95,payment,Bangalore,yes,yes
3640.66,3767.9,127.24,refund,Delhi,yes,no
1821.21,2166.96,345.75,withdrawal,Bangalore,no,no
7939.57,8351.51,411.94,withdrawal,Kolkata,no,no
3784.46,7830.21,4045.75,payment,Mumbai,no,no
9151.58,12903.98,3752.4,withdrawal,Kolkata,no,yes
9608.12,11505.16,1897.04,payment,Kolkata,no,no
8051.9,12716.17,4664.27,refund,Delhi,no,no
7846.06,12314.49,4468.43,refund,Kolkata,yes,yes
7563.63,10884.77,3321.14,payment,Bangalore,yes,yes
4260.6,8751.34,4490.74,refund,Kolkata,no,no
2016.18,4451.46,2435.28,refund,Chennai,no,no
29.94,3290.35,3260.41,payment,Mumbai,yes,no
4914.86,5686.08,771.22,withdrawal,Kolkata,yes,yes
8952,11986.27,3034.27,refund,Chennai,no,no
3283.75,6957.32,3673.57,withdrawal,Hyderabad,no,no
7248.24,8825.4,1577.16,payment,Kolkata,no,no
2465.97,4783.75,2317.78,withdrawal,Chennai,yes,no
2213.49,5247.88,3034.39,withdrawal,Chennai,yes,no
4175.37,8905.53,4730.16,withdrawal,Hyderabad,yes,yes
8405.39,10767.8,2362.41,refund,Bangalore,no,no
8345.28,8643.21,297.93,withdrawal,Chennai,no,yes
510.97,1907.93,1396.96,payment,Hyderabad,no,no
9983.12,12452.07,2468.95,refund,Chennai,yes,yes
1778.78,2665.03,886.25,withdrawal,Chennai,yes,no
8706.8,13271.07,4564.27,withdrawal,Bangalore,no,yes
3217.33,4819.48,1602.15,refund,Hyderabad,no,no
6978.04,7979.03,1000.99,refund,Hyderabad,no,no
6748.16,10677.93,3929.77,payment,Bangalore,yes,yes
80.25,3252.24,3171.99,refund,Chennai,yes,no
9155.78,13420.43,4264.65,withdrawal,Hyderabad,yes,yes
2012.08,6183.86,4171.78,withdrawal,Kolkata,no,no
266.12,1838.43,1572.31,payment,Chennai,no,no
9082.91,13863.28,4780.37,payment,Hyderabad,yes,yes
3339.29,6049.14,2709.85,payment,Delhi,yes,no
1573.82,3264.28,1690.46,payment,Mumbai,yes,no
1142.88,2887.66,1744.78,payment,Chennai,no,no
1059.22,1752.11,692.89,payment,Bangalore,yes,yes
3964.03,6348.87,2384.84,refund,Chennai,no,no
4660.56,8658.94,3998.38,withdrawal,Kolkata,no,no
6555.55,8941.41,2385.86,payment,Mumbai,yes,yes
4009.94,4987.48,977.54,withdrawal,Mumbai,yes,no
8521.9,9970.18,1448.28,withdrawal,Kolkata,no,yes
5450.46,7434.27,1983.81,withdrawal,Chennai,no,no
9231.53,13797.96,4566.43,withdrawal,Bangalore,yes,yes
1152.71,4618.12,3465.41,refund,Delhi,no,no
7683.45,9713.55,2030.1,refund,Chennai,no,no
2011.16,2265.56,254.4,withdrawal,Kolkata,no,no
1472.65,3349.24,1876.59,withdrawal,Delhi,no,no
5582.83,10002.01,4419.18,refund,Mumbai,no,no
2110.72,6198.56,4087.84,payment,Delhi,yes,no
6070.06,9259.49,3189.43,refund,Mumbai,no,no
8053.04,12649.45,4596.41,refund,Delhi,no,no
428.1,4270.17,3842.07,refund,Mumbai,yes,no
1573.13,4681.03,3107.9,withdrawal,Mumbai,yes,no
4156.5,4567.78,411.28,payment,Mumbai,no,no
9057.88,12524.11,3466.23,payment,Bangalore,yes,yes
834.69,2433.78,1599.09,refund,Chennai,no,no
1872.95,6180.17,4307.22,refund,Chennai,yes,no
9149.26,10533.55,1384.29,refund,Hyderabad,yes,yes
5861.73,6186.84,325.11,withdrawal,Delhi,yes,yes
7616.41,11964.66,4348.25,payment,Hyderabad,no,no
3443.15,5717.68,2274.53,payment,Chennai,yes,no
9364.52,9943.95,579.43,payment,Hyderabad,yes,yes
1222.91,3733.12,2510.21,withdrawal,Chennai,no,no
2911.35,3305.28,393.93,payment,Delhi,yes,no
591.14,5162.8,4571.66,withdrawal,Mumbai,yes,no
7784.64,11576.62,3791.98,payment,Kolkata,yes,yes
6627.19,10569.51,3942.32,withdrawal,Bangalore,yes,yes
